trialNum,repNum,gameId,tangram,playerId,role,numPlayers,text,condition,realCorrect,targetNum,activePlayerCount,spans,span_offsets,raw_spans
0,0,GWCD2NGoiA2n5Wh2i,G,Z6TmKzSh7SAQns8Sg,speaker,6,"looks like a person leaning back, with head forward",6_thick,0,0,6,"[{""span"":""head forward"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""a person leaning back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[39,51],[11,32]]","""looks like a person"" METAPHOR HOLISTIC  
""leaning back"" METAPHOR PART  
""head forward"" METAPHOR PART"
0,0,GWCD2NGoiA2n5Wh2i,G,Z6TmKzSh7SAQns8Sg,speaker,6,except there is a small triangle in the back,6_thick,0,0,6,"[{""span"":""small triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""in the back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[18,32],[33,44]]","""small triangle"" LITERAL PART  
""back"" PART"
0,0,GWCD2NGoiA2n5Wh2i,G,9QmKZcuPiHgYsxSQX,listener,6,are the legs showing,6_thick,0,0,6,"[{""span"": ""the legs"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[4, 12]]","""the legs"" METAPHOR PART"
0,0,GWCD2NGoiA2n5Wh2i,G,Z6TmKzSh7SAQns8Sg,speaker,6,"not the one that clearly looks like a person, sorry! no legs",6_thick,0,0,6,"[{""span"": ""clearly looks like a person"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}, {""span"": ""no legs"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[17, 44], [53, 60]]","""clearly looks like a person"" METAPHOR HOLISTIC  
""no legs"" METAPHOR PART"
0,0,GWCD2NGoiA2n5Wh2i,G,7CNcmu99Gs4McbRom,listener,6,"Facing which direction, left or right",6_thick,0,0,6,"[{""span"":""Facing which direction, left or right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,37]]","Facing which direction LITERAL HOLISTIC
left or right LITERAL PART"
0,0,GWCD2NGoiA2n5Wh2i,G,Z6TmKzSh7SAQns8Sg,speaker,6,left,6_thick,0,0,6,"[{""span"":""left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,4]]","""left"" PART"
0,0,GWCD2NGoiA2n5Wh2i,G,7CNcmu99Gs4McbRom,listener,6,"is the head at the very top of the tangram, or lower down",6_thick,0,0,6,"[{""span"":""the head"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""the very top of the tangram"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""lower down"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[3,11],[15,42],[47,57]]","""is the head"" METAPHOR PART  
""the head"" METAPHOR PART  
""at the very top"" LITERAL PART  
""of the tangram"" LITERAL PART  
""or lower down"" LITERAL PART"
0,0,GWCD2NGoiA2n5Wh2i,G,Z6TmKzSh7SAQns8Sg,speaker,6,"hmm, top i'd say, though leaning forward",6_thick,0,0,6,"[{""span"":""top"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""leaning forward"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[5,8],[25,40]]","""top"" METAPHOR HOLISTIC  
""leaning forward"" METAPHOR PART"
29,2,LzNv7CD7gRuxpk7cQ,D,5beKfX6iGcYFWgGg5,speaker,3,reading a book facing left,3_rotate,1,5,NA,"[{""span"":""reading a book"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,14],[15,26]]","""reading a book"" METAPHOR HOLISTIC  
""facing left"" LITERAL PART"
70,5,22dyGMRgestp8u5Lc,H,zbNWfn7CxR9SSytWA,speaker,2,no arms or legs,2_thin,1,10,2,"[{""span"": ""no arms"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}, {""span"": ""legs"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 7], [11, 15]]","""no arms"" METAPHOR PART  
""or""  
""legs"" METAPHOR PART"
61,5,LzNv7CD7gRuxpk7cQ,L,5beKfX6iGcYFWgGg5,speaker,3,on parallelogram,3_rotate,2,1,NA,"[{""span"": ""on parallelogram"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 16]]","""on parallelogram"" LITERAL PART"
70,5,BTbGhXZvjdSFubTBg,J,WXmyGwByDtSr3gTyk,speaker,6,square shape body guy,6_thick,5,10,6,"[{""span"":""square shape"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""body"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""guy"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,12],[13,17],[18,21]]","""square shape"" LITERAL PART  
""body guy"" METAPHOR HOLISTIC"
24,2,MDLyuv29jevaGLSeT,L,9SydRxgkpDiJakuxY,speaker,6,squated facing right,6_thin,5,0,6,"[{""span"":""squated"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,7],[8,20]]","""squated"" METAPHOR PART  
""facing right"" LITERAL PART"
7,0,zviCQXNM4xWoYTmoY,A,Q5Bs5Daz3vBi66sSW,speaker,6,"like a person walking lifting one foot up, leaning head back a bit, holding a cloth in front of them",no_rotate,4,7,NA,"[{""span"":""lifting one foot up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""leaning head back a bit"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""holding a cloth in front of them"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""a person walking"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[22,41],[43,66],[68,100],[5,21]]","""like a person"" METAPHOR HOLISTIC  
""walking"" METAPHOR PART  
""lifting one foot up"" LITERAL PART  
""leaning head back a bit"" METAPHOR PART  
""holding a cloth in front of them"" METAPHOR PART"
7,0,zviCQXNM4xWoYTmoY,A,XBjhcfLtesgASpEW2,listener,6,square on their back,no_rotate,4,7,NA,"[{""span"":""square"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":"" on their back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,6],[6,20]]","""square on their back"" METAPHOR PART"
7,0,zviCQXNM4xWoYTmoY,A,Q5Bs5Daz3vBi66sSW,speaker,6,lifting the foot up in front of them not behind,no_rotate,4,7,NA,"[{""span"":""lifting the foot up in front of them not behind"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,47]]","lifting the foot  METAPHOR  PART  
up  LITERAL  PART  
in front of them  LITERAL  PART  
not  PART  (excluded per instructions)  
behind  LITERAL  PART"
7,0,zviCQXNM4xWoYTmoY,A,5J7qybS6Kinu3Cgrf,listener,6,foot lifting up to the left,no_rotate,4,7,NA,"[{""span"":""foot lifting up to the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,27]]","""foot lifting up"" METAPHOR PART
""to the left"" LITERAL PART"
49,4,BTbGhXZvjdSFubTBg,G,WXmyGwByDtSr3gTyk,speaker,6,kung fu yoga guy again,6_thick,5,1,6,"[{""span"": ""kung fu yoga guy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 16]]","""kung fu yoga guy"" METAPHOR HOLISTIC"
65,5,MEJ8y7jRW4947MPrH,F,sLmWkpuX6yKjgpnPQ,speaker,6,wall boy,full_feedback,5,5,NA,"[{""span"": ""wall boy"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 8]]","""wall boy"" METAPHOR HOLISTIC"
65,5,rSMFkjhskBteiyQMB,J,ZvhRyXkvKz6ES5HwX,speaker,4,horizontal line man,4_rotate,3,5,NA,"[{""span"":""horizontal line"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""man"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,15],[16,19]]","""horizontal line"" LITERAL PART
""man"" METAPHOR PART"
69,5,GWCD2NGoiA2n5Wh2i,F,3J4RLFqgNJW7BsT9G,listener,6,kneeling man right side,6_thick,5,9,6,"[{""span"": ""kneeling man"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}, {""span"": ""right side"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 12], [13, 23]]","""kneeling man"" METAPHOR HOLISTIC  
""right side"" LITERAL PART"
69,5,GWCD2NGoiA2n5Wh2i,F,Z6TmKzSh7SAQns8Sg,speaker,6,"sitting guy, facing left this round!",6_thick,5,9,6,"[{""span"":""sitting guy"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,11],[13,24]]","""sitting guy"" METAPHOR HOLISTIC  
""facing left"" LITERAL PART"
67,5,zviCQXNM4xWoYTmoY,J,Q5Bs5Daz3vBi66sSW,speaker,6,candle,no_rotate,5,7,NA,"[{""span"": ""candle"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""candle"" METAPHOR HOLISTIC"
0,0,Z2WAkYpWiXwuGcdME,F,R3cRgh4HmEtRsmQyp,speaker,2,looks like a person sat down facing the left,2_thick,1,0,2,"[{""span"":""looks like a person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""sat down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,19],[20,28],[29,44]]","""looks like a person"" METAPHOR HOLISTIC  
""sat down"" METAPHOR PART  
""facing the left"" LITERAL PART"
9,0,22dyGMRgestp8u5Lc,I,aSeEmufWmsbLn7YEQ,speaker,2,"standing, but falling forward left leg on ground right foot in air arms out to catch himself",2_thin,1,9,2,"[{""span"":""standing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""falling forward"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""left leg on ground"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""right foot in air"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""arms out to catch himself"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,8],[14,29],[30,48],[49,66],[67,92]]","""standing"" METAPHOR HOLISTIC  
""falling forward"" METAPHOR HOLISTIC  
""left leg on ground"" LITERAL PART  
""right foot in air"" LITERAL PART  
""arms out to catch himself"" METAPHOR HOLISTIC"
9,0,22dyGMRgestp8u5Lc,I,aSeEmufWmsbLn7YEQ,speaker,2,face left,2_thin,1,9,2,"[{""span"": ""face left"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 9]]","""face left"" METAPHOR HOLISTIC"
63,5,MDLyuv29jevaGLSeT,L,MKCTjgM8AFzBJaAuA,speaker,6,squatting facing right,6_thin,3,3,4,"[{""span"":""squatting"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,9],[10,22]]","""squatting"" METAPHOR HOLISTIC  
""facing right"" LITERAL PART"
15,1,rSMFkjhskBteiyQMB,G,ZvhRyXkvKz6ES5HwX,speaker,4,"looks like a dog, at the top there's a square at the left and a triangle on the right they are connected to another triangle",4_rotate,3,3,NA,"[{""span"":""a dog"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""at the top there's a square at the left"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""a triangle on the right"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""they are connected to another triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[11,16],[18,57],[62,85],[86,124]]","looks like a dog"" METAPHOR HOLISTIC  
top"" LITERAL PART  
there's a square"" LITERAL PART  
square at the left"" LITERAL PART  
a triangle on the right"" LITERAL PART  
they are connected"" LITERAL PART  
to another triangle"" LITERAL PART"
15,1,rSMFkjhskBteiyQMB,G,ZvhRyXkvKz6ES5HwX,speaker,4,"the 3 shapes are connected to a rectangle, connecting to the triangle and a parallelogram",4_rotate,3,3,NA,"[{""span"":""connected to a rectangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""connecting to the triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""a parallelogram"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""the 3 shapes"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[17,41],[43,69],[74,89],[0,12]]","""the 3 shapes"" HOLISTIC PART  
""connected to a rectangle"" LITERAL PART  
""connecting to the triangle"" LITERAL PART  
""a parallelogram"" LITERAL PART"
50,4,MDLyuv29jevaGLSeT,G,dMTmPKoiHFiaLLkez,speaker,6,lying down head leaning to the left,6_thin,3,2,4,"[{""span"":""lying down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""head leaning to the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,10],[11,35]]","""lying down"" METAPHOR HOLISTIC  
""head"" METAPHOR PART  
""leaning"" METAPHOR PART  
""to the left"" LITERAL PART"
25,2,zviCQXNM4xWoYTmoY,G,Q5Bs5Daz3vBi66sSW,speaker,6,weird shapes one with small triangle bottom right and flat base,no_rotate,5,1,NA,"[{""span"":""flat base"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""weird shapes"",""literal_metaphor"":""literal"",""part_holistic"":""holistic""},{""span"":""small triangle bottom right"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[54,63],[0,12],[22,49]]","""weird shapes"" HOLISTIC PART  
""small triangle"" LITERAL PART  
""bottom right"" LITERAL PART  
""flat base"" LITERAL PART"
25,2,zviCQXNM4xWoYTmoY,G,Q5Bs5Daz3vBi66sSW,speaker,6,diamond top left,no_rotate,5,1,NA,"[{""span"":""diamond top left"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,16]]","""diamond top"" LITERAL PART  
""top left"" LITERAL PART"
48,4,zviCQXNM4xWoYTmoY,C,Q5Bs5Daz3vBi66sSW,speaker,6,leaning back arms up,no_rotate,5,0,NA,"[{""span"":""leaning back"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""arms up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,12],[13,20]]","""leaning back"" METAPHOR PART  
""arms up"" METAPHOR PART"
62,5,MEJ8y7jRW4947MPrH,K,sLmWkpuX6yKjgpnPQ,speaker,6,kneeling server,full_feedback,5,2,NA,"[{""span"":""kneeling server"",""literal_metaphor"":""literal"",""part_holistic"":""holistic""}]","[[0,15]]","""kneeling"" METAPHOR PART"
62,5,MEJ8y7jRW4947MPrH,K,JgAvTcZ3mLH7Ex3pZ,listener,6,feet point up,full_feedback,5,2,NA,"[{""span"":""feet point up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,13]]","""feet point up"" METAPHOR HOLISTIC"
62,5,MEJ8y7jRW4947MPrH,K,XNra8yzmu6p3Xw6m5,listener,6,not server girll,full_feedback,5,2,NA,"[{""span"":""not server girll"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,16]]",not METAPHOR PART
62,5,MEJ8y7jRW4947MPrH,K,sLmWkpuX6yKjgpnPQ,speaker,6,NOT SQUAT GUY,full_feedback,5,2,NA,"[{""span"":""NOT SQUAT GUY"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,13]]",NOT SQUAT GUY METAPHOR HOLISTIC
62,5,MEJ8y7jRW4947MPrH,K,JgAvTcZ3mLH7Ex3pZ,listener,6,server girl,full_feedback,5,2,NA,"[{""span"": ""server girl"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 11]]","""server girl"" METAPHOR HOLISTIC"
59,4,zviCQXNM4xWoYTmoY,J,Q5Bs5Daz3vBi66sSW,speaker,6,candle,no_rotate,5,11,NA,"[{""span"": ""candle"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""candle"" METAPHOR HOLISTIC"
57,4,BTbGhXZvjdSFubTBg,J,WXmyGwByDtSr3gTyk,speaker,6,square shape body guy,6_thick,5,9,6,"[{""span"":""square shape"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""body"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":"" guy"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,12],[13,17],[17,21]]","""square shape"" LITERAL PART  
""body guy"" METAPHOR HOLISTIC"
61,5,22dyGMRgestp8u5Lc,C,zbNWfn7CxR9SSytWA,speaker,2,"jumping off building, arms out",2_thin,1,1,2,"[{""span"":""jumping off building"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""arms out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,20],[22,30]]","""jumping off building"" METAPHOR HOLISTIC
""arms out"" LITERAL PART"
15,1,22dyGMRgestp8u5Lc,D,zbNWfn7CxR9SSytWA,speaker,2,Priest standing with bible Facing to the left,2_thin,1,3,2,"[{""span"":""Priest standing"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""with bible"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""Facing to the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,15],[16,26],[27,45]]","""Priest standing"" METAPHOR HOLISTIC  
""standing"" METAPHOR PART  
""with bible"" LITERAL PART  
""bible"" LITERAL PART  
""Facing to the left"" LITERAL PART  
""to the left"" LITERAL PART"
9,0,zviCQXNM4xWoYTmoY,D,Q5Bs5Daz3vBi66sSW,speaker,6,like a priest holding hands out little feet sticking out at the bottom,no_rotate,5,9,NA,"[{""span"":""like a priest"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""holding hands"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""little feet sticking out at the bottom"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,13],[14,27],[32,70]]","""like a priest"" METAPHOR HOLISTIC  
""holding hands"" LITERAL PART  
""little feet"" METAPHOR PART  
""sticking out"" LITERAL PART  
""at the bottom"" LITERAL PART"
9,0,zviCQXNM4xWoYTmoY,D,SNKZcpXznSxMQbtXL,listener,6,To the left,no_rotate,5,9,NA,"[{""span"":""To the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,11]]","""To the left"" LITERAL PART"
9,0,zviCQXNM4xWoYTmoY,D,xzEFcLxSaz7ZmqRw6,listener,6,hands out to the left,no_rotate,5,9,NA,"[{""span"":""hands out to the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,21]]","""hands out to the left"" METAPHOR HOLISTIC"
9,0,zviCQXNM4xWoYTmoY,D,Q5Bs5Daz3vBi66sSW,speaker,6,yeah facing left,no_rotate,5,9,NA,"[{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[5,16]]","""facing left"" METAPHOR PART"
50,4,rSMFkjhskBteiyQMB,L,PzsrjpFbCRkuAMq8B,speaker,4,bent speaker,4_rotate,3,2,NA,"[{""span"": ""bent speaker"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 12]]","""bent speaker"" METAPHOR HOLISTIC"
57,4,x8BXJBHh3RxchPoHv,F,7Z4SwRXiCpQkW2LA2,speaker,5,facing left knees up,5_rotate,4,9,NA,"[{""span"":""facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""knees up"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,11],[12,20]]","""facing left"" METAPHOR PART
""knees up"" METAPHOR PART"
11,0,MDLyuv29jevaGLSeT,L,MKCTjgM8AFzBJaAuA,speaker,6,This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,6_thin,5,11,6,"[{""span"":""person"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""bending their knees "",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""facing the right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""their arms extended to the right in front of them"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""NOT the one that looks like a nun"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""looks more like a man"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[5,11],[24,44],[48,64],[83,132],[138,171],[181,202]]","""This person"" METAPHOR HOLISTIC  
""seems to be bending"" METAPHOR PART  
""their knees"" METAPHOR PART  
""and facing"" LITERAL PART  
""the right"" LITERAL PART  
""They"" METAPHOR HOLISTIC  
""seem to have"" METAPHOR PART  
""their arms"" METAPHOR PART  
""extended"" LITERAL PART  
""to the right"" LITERAL PART  
""in front of"" LITERAL PART  
""it's NOT the one"" METAPHOR HOLISTIC  
""that looks like"" METAPHOR PART  
""a nun"" LITERAL PART  
""This one"" METAPHOR HOLISTIC  
""looks more like"" METAPHOR PART  
""a man"" METAPHOR LITERAL  
""hahah"""
58,4,Z2WAkYpWiXwuGcdME,G,R3cRgh4HmEtRsmQyp,speaker,2,square bunny,2_thick,1,10,2,"[{""span"":""square"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""bunny"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,6],[7,12]]","""square"" LITERAL PART  
""bunny"" METAPHOR PART"
6,0,rSMFkjhskBteiyQMB,B,PzsrjpFbCRkuAMq8B,speaker,4,"Rotated square at the top, a triangle is touching it's point They are touching another triangle",4_rotate,3,6,NA,"[{""span"":""Rotated square at the top"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""a triangle is touching it's point "",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""They are touching another triangle"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""}]","[[0,25],[27,61],[61,95]]","""Rotated square"" LITERAL PART  
""at the top"" LITERAL PART  
""a triangle"" METAPHOR PART  
""is touching"" LITERAL PART  
""it's point"" LITERAL PART  
""They"" HOLISTIC PART  
""are touching"" LITERAL PART  
""another triangle"" METAPHOR PART"
6,0,rSMFkjhskBteiyQMB,B,PzsrjpFbCRkuAMq8B,speaker,4,this picture looks like an animal sat down,4_rotate,3,6,NA,"[{""span"":""an animal sat down"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[24,42]]","""looks like an animal"" METAPHOR HOLISTIC  
""sat down"" METAPHOR PART"
6,0,rSMFkjhskBteiyQMB,B,o7s7B6kZLqvaG62N4,listener,4,do the two triangles kind look like wings,4_rotate,3,6,NA,"[{""span"":""the two triangles"",""literal_metaphor"":""literal"",""part_holistic"":""part_based""},{""span"":""wings"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[3,20],[36,41]]","""the two triangles"" METAPHOR HOLISTIC  
""look like"" METAPHOR  
""wings"" METAPHOR HOLISTIC"
57,4,LzNv7CD7gRuxpk7cQ,L,MrNX5Si499ovSY845,speaker,3,man on parallelogram,3_rotate,2,9,NA,"[{""span"": ""man on"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}, {""span"": ""parallelogram"", ""literal_metaphor"": ""literal"", ""part_holistic"": ""part_based""}]","[[0, 6], [7, 20]]","""man on"" METAPHOR HOLISTIC  
""parallelogram"" LITERAL PART"
42,3,BTbGhXZvjdSFubTBg,A,WXmyGwByDtSr3gTyk,speaker,6,zombie,6_thick,5,6,6,"[{""span"": ""zombie"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 6]]","""zombie"" METAPHOR HOLISTIC"
16,1,GWCD2NGoiA2n5Wh2i,F,Z6TmKzSh7SAQns8Sg,speaker,6,"guy sitting', facing the left, legs out, head tilted a bit forward",6_thick,4,4,6,"[{""span"":""sitting"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing the left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""legs out"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""head tilted a bit forward"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[4,11],[14,29],[31,39],[41,66]]","""sitting"" METAPHOR PART  
""facing the left"" LITERAL PART  
""legs out"" LITERAL PART  
""head tilted a bit forward"" METAPHOR PART"
16,1,LzNv7CD7gRuxpk7cQ,H,MrNX5Si499ovSY845,speaker,3,Man sitting on knees facing right,3_rotate,2,4,NA,"[{""span"":""on knees"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""},{""span"":""sitting"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""facing right"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[12,20],[4,11],[21,33]]","""on knees"" METAPHOR PART  
""sitting"" METAPHOR PART  
""facing right"" LITERAL PART"
16,1,LzNv7CD7gRuxpk7cQ,H,MrNX5Si499ovSY845,speaker,3,No arms,3_rotate,2,4,NA,"[{""span"": ""No arms"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""part_based""}]","[[0, 7]]","""No arms"" METAPHOR PART"
16,1,LzNv7CD7gRuxpk7cQ,H,5beKfX6iGcYFWgGg5,listener,3,like a gravestone,3_rotate,2,4,NA,"[{""span"": ""like a gravestone"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 17]]","""like a gravestone"" METAPHOR HOLISTIC"
18,1,LzNv7CD7gRuxpk7cQ,D,MrNX5Si499ovSY845,speaker,3,Man facing left,3_rotate,2,6,NA,"[{""span"":""Man facing left"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""}]","[[0,15]]","""Man"" METAPHOR HOLISTIC  
""facing"" METAPHOR PART  
""left"" LITERAL PART"
18,1,LzNv7CD7gRuxpk7cQ,D,MrNX5Si499ovSY845,speaker,3,Could be holding a book,3_rotate,2,6,NA,"[{""span"":""holding a book"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[9,23]]","""holding a book"" METAPHOR HOLISTIC"
27,2,22dyGMRgestp8u5Lc,E,aSeEmufWmsbLn7YEQ,speaker,2,kid sitting with bunny ears,2_thin,1,3,2,"[{""span"":""kid"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""sitting"",""literal_metaphor"":""metaphorical"",""part_holistic"":""holistic""},{""span"":""bunny ears"",""literal_metaphor"":""metaphorical"",""part_holistic"":""part_based""}]","[[0,3],[4,11],[17,27]]","""kid"" METAPHOR HOLISTIC  
""sitting"" METAPHOR PART  
""with"" PART  
""bunny ears"" METAPHOR PART"
48,4,x8BXJBHh3RxchPoHv,L,7Z4SwRXiCpQkW2LA2,speaker,5,crouching,5_rotate,4,0,NA,"[{""span"": ""crouching"", ""literal_metaphor"": ""metaphorical"", ""part_holistic"": ""holistic""}]","[[0, 9]]","""crouching"" METAPHOR HOLISTIC"
